"fungal_taxon","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","n_insect_partners"
"ASV_5640","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis",NA,1
"ASV_5641","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,1
"ASV_5648","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__subalutacea",1
"ASV_5650","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA,1
"ASV_5655","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_5657","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Lentitheciaceae_gen_Incertae_sedis",NA,1
"ASV_5681","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_5684",NA,NA,NA,NA,NA,NA,1
"ASV_5685","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA,1
"ASV_5687","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,1
"ASV_5689","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__letifera",1
"ASV_569","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoaceae_gen_Incertae_sedis",NA,1
"ASV_5690","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Sydowiaceae","g__Cainiella","s__borealis",1
"ASV_5695","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,1
"ASV_571","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,1
"ASV_5711","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis",1
"ASV_5714","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,1
"ASV_5719","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Fellomyces","s__horovitziae",1
"ASV_572","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_5727","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Allocucurbitaria","s__botulispora",1
"ASV_5728","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__populina",1
"ASV_575","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_5760","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__changbaiensis",1
"ASV_5782","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__lividum",1
"ASV_5787","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,1
"ASV_58","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri",1
"ASV_5803","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__luzulae",1
"ASV_5811","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_5826","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,1
"ASV_5828","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_5855","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_5856",NA,NA,NA,NA,NA,NA,1
"ASV_5861","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Mycosphaerella","s__latebrosa",1
"ASV_587","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis",NA,1
"ASV_5889","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Barbatosphaeria","s__dryina",1
"ASV_589","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_5897","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_590","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Calloriaceae","g__Calloriaceae_gen_Incertae_sedis",NA,1
"ASV_5900","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,1
"ASV_5909","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__oreadorum",1
"ASV_5910","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,1
"ASV_5915","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,1
"ASV_5930","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Neodothiora","s__populina",1
"ASV_5940","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera",NA,1
"ASV_5943","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Chaetophoma",NA,1
"ASV_5962","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothidea",NA,1
"ASV_5967","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__sordida",1
"ASV_5984","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,1
"ASV_5989","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri",1
"ASV_599","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_5997","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,1
"ASV_5999","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia",NA,1
"ASV_601",NA,NA,NA,NA,NA,NA,1
"ASV_6014","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Thoreauomyces",NA,1
"ASV_6032","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA,1
"ASV_6033","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__nivalis",1
"ASV_6042","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_6044","p__Ascomycota","c__Sareomycetes","o__Sareales","f__Sareaceae","g__Sarea","s__difformis",1
"ASV_6048","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__radula",1
"ASV_605","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,1
"ASV_6054","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__albida",1
"ASV_607","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__tridentina",1
"ASV_6079","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea",1
"ASV_609","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__graminearum",1
"ASV_611","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_6110","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila",1
"ASV_6123","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_6125","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA,1
"ASV_6126","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__ssiori",1
"ASV_6143","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum",1
"ASV_6148","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx","s__nordicus",1
"ASV_6150","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__erastii",1
"ASV_6151","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6162","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__sordida",1
"ASV_6163","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Melanopsaceae","g__Melanops","s__fagicola",1
"ASV_6164","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_617","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6170","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Pringsheimia","s__smilacis",1
"ASV_6175","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum",1
"ASV_6188","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,1
"ASV_6200","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__rimosissimus",1
"ASV_6207","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA,1
"ASV_6210","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Nadsoniella","s__nigra",1
"ASV_6237","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_6244","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Chaetophoma",NA,1
"ASV_6245","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6286","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae",NA,NA,1
"ASV_6293","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora",NA,1
"ASV_6296","p__Basidiomycota","c__Pucciniomycetes",NA,NA,NA,NA,1
"ASV_6312","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_632","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_6322","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiaceae","g__Mytilinidion","s__insulare",1
"ASV_6326","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,1
"ASV_6331","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Graphostroma",NA,1
"ASV_6332","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia",NA,1
"ASV_634","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidiaceae_gen_Incertae_sedis",NA,1
"ASV_6349","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconiellaceae","g__Microascospora",NA,1
"ASV_6362","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__microspora",1
"ASV_6377","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune",1
"ASV_6387","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,1
"ASV_6388","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Phoma","s__laundoniae",1
"ASV_639","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune",1
"ASV_6390","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae",1
"ASV_6402","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_6422","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__lacteus",1
"ASV_643","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,1
"ASV_644","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6448","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,1
"ASV_6453","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostomataceae_gen_Incertae_sedis",NA,1
"ASV_6462","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii",1
"ASV_6464","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6470","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon",NA,1
"ASV_6488","p__Ascomycota","c__Lecanoromycetes","o__Umbilicariales","f__Umbilicariales_fam_Incertae_sedis","g__Umbilicariales_gen_Incertae_sedis",NA,1
"ASV_649",NA,NA,NA,NA,NA,NA,1
"ASV_6496","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae",NA,NA,1
"ASV_65",NA,NA,NA,NA,NA,NA,1
"ASV_651","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6510",NA,NA,NA,NA,NA,NA,1
"ASV_6523","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6538","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__phylloplanum",1
"ASV_654","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_6546","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__letifera",1
"ASV_6557","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Krasilnikovozyma","s__huempii",1
"ASV_6558","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__luzulae",1
"ASV_6559","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,1
"ASV_657","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,1
"ASV_658","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA,1
"ASV_6580","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA,1
"ASV_6583","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA,1
"ASV_6589","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA,1
"ASV_6591","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales","f__Opegraphaceae","g__Opegrapha","s__vermicellifera",1
"ASV_6598","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Pseudotremella","s__moriformis",1
"ASV_6599","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii",1
"ASV_6606","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria",NA,1
"ASV_6633","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA,1
"ASV_6645","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Coccomyces","s__triangularis",1
"ASV_6646","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatina",NA,1
"ASV_665","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Piptoporus","s__betulinus",1
"ASV_6661","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea",1
"ASV_6665","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,1
"ASV_667","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Nectria","s__cinnabarina",1
"ASV_6671","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA,1
"ASV_6674","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__atrosanguineum",1
"ASV_669","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__ontariensis",1
"ASV_6698","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,1
"ASV_67","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,1
"ASV_671","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Muriphaeosphaeria","s__viburni",1
"ASV_6711","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_6715","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,1
"ASV_6739","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_674","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__crateriforme",1
"ASV_6747","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA,1
"ASV_6773","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA,1
"ASV_678","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6786","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_68","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli",1
"ASV_680","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,1
"ASV_681","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA,1
"ASV_6820","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__dierckxii",1
"ASV_684","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,1
"ASV_686","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_6896","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA,1
"ASV_6909","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri",1
"ASV_6926","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporales_fam_Incertae_sedis","g__Diplomitoporus","s__crustulinus",1
"ASV_6974","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__Steccherinum","s__tenuissimum",1
"ASV_6977","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae","g__Phacidium","s__lacerum",1
"ASV_698","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta",1
"ASV_699","p__Ascomycota","c__Eurotiomycetes","o__Coryneliales","f__Coryneliaceae","g__Coryneliaceae_gen_Incertae_sedis",NA,1
"ASV_7","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,1
"ASV_7004","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA,1
"ASV_701","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA,1
"ASV_702","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica",1
"ASV_703","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__stigma",1
"ASV_7035","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,1
"ASV_7046","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7058","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Pestalotiopsidaceae","g__Pestalotiopsis","s__eleutherococci",1
"ASV_709","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,1
"ASV_7092","p__Ascomycota","c__Eurotiomycetes","o__Mycocaliciales","f__Mycocaliciaceae","g__Chaenothecopsis",NA,1
"ASV_7099","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7112","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Trichaptum","s__abietinum",1
"ASV_7123","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__typhicola",1
"ASV_7129","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Elaphomycetaceae","g__Elaphomyces",NA,1
"ASV_7138","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Mycobernardia","s__incrustans",1
"ASV_7183","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__lacteus",1
"ASV_7193","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Tremateia","s__chromolaenae",1
"ASV_7194","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_72","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thyronectria",NA,1
"ASV_7206","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Tremellales_gen_Incertae_sedis",NA,1
"ASV_7208","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus","s__pomaceoides",1
"ASV_721",NA,NA,NA,NA,NA,NA,1
"ASV_7221","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,1
"ASV_7246","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Cinereomyces","s__lindbladii",1
"ASV_725","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_726","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Pachyramichloridium","s__pini",1
"ASV_7263",NA,NA,NA,NA,NA,NA,1
"ASV_7264","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,1
"ASV_728","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA,1
"ASV_7286","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_729","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,1
"ASV_7295","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii",1
"ASV_7306","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Claussenomyces","s__olivaceus",1
"ASV_732","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Capnodiales_gen_Incertae_sedis",NA,1
"ASV_7334","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena",NA,1
"ASV_734","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7347","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7348","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_736","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA,1
"ASV_7371","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,1
"ASV_7376","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,1
"ASV_738","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Plagiostoma",NA,1
"ASV_74","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__asahii",1
"ASV_7414","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Rhodonia","s__placenta",1
"ASV_7415","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Neocladophialophora","s__quercina",1
"ASV_742","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Nakazawaea","s__ishiwadae",1
"ASV_7445","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Endosporiaceae","g__Endosporium",NA,1
"ASV_7446","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7449","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA,1
"ASV_7450","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7473","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia","s__acutiseta",1
"ASV_7510","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA,1
"ASV_754","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis",1
"ASV_7548","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans",1
"ASV_755","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__nitens",1
"ASV_7558",NA,NA,NA,NA,NA,NA,1
"ASV_7623","p__Ascomycota","c__Dothideomycetes","o__Patellariales","f__Patellariaceae","g__Rhizodiscina","s__lignyota",1
"ASV_7631","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Kabatiella",NA,1
"ASV_7646","p__Ascomycota",NA,NA,NA,NA,NA,1
"ASV_7659","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium","s__angustius",1
"ASV_7660","p__Ascomycota","c__Eurotiomycetes","o__Sclerococcales","f__Dactylosporaceae","g__Dactylospora",NA,1
"ASV_768","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrypella","s__atlantica",1
"ASV_7689",NA,NA,NA,NA,NA,NA,1
