"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","scheme","in_block","asv_genus","asv_species","asv_lab"
"asv","Cyclorhipidion pelliculosum","ASV_4337",69,13,4,2,11,2,54,0.133333333333333,0.100030967864885,0.0589224030047484,0.565190212384325,0.506,0.894,1,1,0.158300568767416,0.416631558289702,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_4337  Ophiostoma undulatum"
"asv","Cyclorhipidion pelliculosum","ASV_6117",69,13,13,3,10,10,46,0.130434782608696,0.0761141440285367,0.0426229156117778,1.27444680403677,0.2315,0.967,0.463,1,0.699504605302463,0.92051372906367,"co-occurring","within_trap",TRUE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Cyclorhipidion pelliculosum","ASV_7819",69,13,5,2,11,3,53,0.125,0.10564441884808,0.0607791275934154,0.318457699514874,0.5725,0.832,1,1,0.235255945337252,0.52054433713784,"co-occurring","within_trap",TRUE,"Hawksworthiomyces",NA,"ASV_7819  Hawksworthiomyces sp."
"asv","Cyclorhipidion pelliculosum","ASV_15268",69,13,5,2,11,3,53,0.125,0.0502648383015048,0.0457179146771589,1.63470189369406,0.1575,0.982,0.315,0.95238,0.235255945337252,0.52054433713784,"co-occurring","within_trap",TRUE,"Grosmannia","olivacea","ASV_15268  Grosmannia olivacea"
"asv","Cyclorhipidion pelliculosum","ASV_13249",69,13,6,2,11,4,52,0.117647058823529,0.0572917177543034,0.0421866874654126,1.43067267650984,0.2575,1,0.515,1,0.314916784364622,0.619721561891848,"co-occurring","within_trap",TRUE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Cyclorhipidion pelliculosum","ASV_22950",69,13,6,2,11,4,52,0.117647058823529,0.0671524487734076,0.0437413896336244,1.15438970899329,0.2995,0.971,0.599,1,0.314916784364622,0.619721561891848,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_22950  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_7618",69,13,7,2,11,5,51,0.111111111111111,0.0554604787774016,0.0401519601450578,1.38600038784307,0.2725,1,0.545,1,0.608776768332252,0.858916144196213,"co-occurring","within_trap",TRUE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Cyclorhipidion pelliculosum","ASV_13560",69,13,7,2,11,5,51,0.111111111111111,0.0819563548544155,0.0388322326875605,0.75078753496538,0.4945,0.9545,0.989,1,0.608776768332252,0.858916144196213,"co-occurring","within_trap",TRUE,"Hawksworthiomyces",NA,"ASV_13560  Hawksworthiomyces sp."
"asv","Cyclorhipidion pelliculosum","ASV_21569",69,13,7,2,11,5,51,0.111111111111111,0.06093449201381,0.0405353200400811,1.23784933849509,0.2695,0.974,0.539,1,0.608776768332252,0.858916144196213,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_8274",69,13,12,2,11,10,46,0.0869565217391304,0.0655469839192136,0.0426076915384672,0.502480586177447,0.487,0.856,0.974,1,1,1,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Cyclorhipidion pelliculosum","ASV_8974",69,13,3,1,12,2,54,0.0666666666666667,0.081736839115527,0.0593938242759338,-0.253732987100593,0.7895,0.666,1,1,0.470931786082376,0.77703744703592,"avoiding","within_trap",TRUE,"Ophiostoma","karelicum","ASV_8974  Ophiostoma karelicum"
"asv","Cyclorhipidion pelliculosum","ASV_16537",69,13,3,1,12,2,54,0.0666666666666667,0.0234450558612643,0.0318408582400044,1.35742606181071,0.352,1,0.704,1,0.470931786082376,0.77703744703592,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_17726",69,13,3,1,12,2,54,0.0666666666666667,0.0219919483551302,0.0350445278746334,1.27479869243363,0.3045,0.9775,0.609,1,0.470931786082376,0.77703744703592,"co-occurring","within_trap",TRUE,NA,NA,"ASV_17726  "
"asv","Cyclorhipidion pelliculosum","ASV_28495",69,13,3,1,12,2,54,0.0666666666666667,0.0334167083541778,0.0333415696676842,0.997252338263963,0.5015,1,1,1,0.470931786082376,0.77703744703592,"co-occurring","within_trap",TRUE,"Raffaelea","subfusca","ASV_28495  Raffaelea subfusca"
"asv","Cyclorhipidion pelliculosum","ASV_7886",69,13,4,1,12,3,53,0.0625,0.0312343671835918,0.0312578154309088,1.00025009378908,0.5,1,1,1,0.575142191854029,0.85549951917986,"co-occurring","within_trap",TRUE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
"asv","Cyclorhipidion pelliculosum","ASV_11600",69,13,4,1,12,3,53,0.0625,0.04087251959313,0.0391408237061557,0.552555576480335,0.5765,0.9315,1,1,0.575142191854029,0.85549951917986,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_11600  Ophiostoma undulatum"
"asv","Cyclorhipidion pelliculosum","ASV_27488",69,13,4,1,12,3,53,0.0625,0.0205415207603802,0.0293653256279862,1.4288443374056,0.329,1,0.658,1,0.575142191854029,0.85549951917986,"co-occurring","within_trap",TRUE,"Ceratocystiopsis","synnemata","ASV_27488  Ceratocystiopsis synnemata"
"asv","Cyclorhipidion pelliculosum","ASV_8131",69,13,6,1,12,5,51,0.0555555555555556,0.0381694115031379,0.0364603999870764,0.47685006359174,0.5855,0.909,1,1,1,1,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_8131  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_6045",69,13,7,1,12,6,50,0.0526315789473684,0.0843778872580441,0.0527936180429497,-0.60132852203554,0.887,0.517,1,1,1,1,"avoiding","within_trap",TRUE,"Sporothrix",NA,"ASV_6045  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_8895",69,13,13,1,12,12,44,0.04,0.0698968324742088,0.0397175198939215,-0.752736640003154,0.9085,0.4265,0.853,1,0.436026759227085,0.739349722167666,"avoiding","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_8895  Ceratocystiopsis manitobensis"
"asv","Cyclorhipidion pelliculosum","ASV_4044",69,13,6,0,13,6,50,0,0.0275137568784397,0.0277834732351034,-0.990292201612761,1,0.505,1,1,0.585763637057678,0.85549951917986,"avoiding","within_trap",TRUE,"Graphilbum",NA,"ASV_4044  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_6746",69,13,4,0,13,4,52,0,0.0189490578622645,0.0328053450874539,-0.577621049610947,1,0.727,1,1,1,1,"avoiding","within_trap",TRUE,"Graphilbum",NA,"ASV_6746  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_6959",69,13,7,0,13,7,49,0,0.0175760394817294,0.028430981492349,-0.618200236472991,1,0.699,1,1,0.332619193037371,0.631596840638643,"avoiding","within_trap",TRUE,"Ophiostoma","adjuncti","ASV_6959  Ophiostoma adjuncti"
"asv","Cyclorhipidion pelliculosum","ASV_9363",69,13,5,0,13,5,51,0,0,0,NA,1,1,1,1,0.575142191854029,0.85549951917986,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_9363  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_15738",69,13,7,0,13,7,49,0,0.0185092546273139,0.0251375196631618,-0.736319846800105,1,0.6485,1,1,0.332619193037371,0.631596840638643,"avoiding","within_trap",TRUE,"Graphilbum",NA,"ASV_15738  Graphilbum sp."
"asv","Cyclorhipidion pelliculosum","ASV_23023",69,13,4,0,13,4,52,0,0.0216983491745873,0.02976191482163,-0.729064285837471,1,0.653,1,1,1,1,"avoiding","within_trap",TRUE,"Sporothrix",NA,"ASV_23023  Sporothrix sp."
"asv","Cyclorhipidion pelliculosum","ASV_25723",69,13,4,0,13,4,52,0,0.0411372352843089,0.0388320635636286,-1.05936258620156,1,0.4175,0.835,1,1,1,"avoiding","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_25723  Ceratocystiopsis manitobensis"
"asv","Dendroctonus valens","ASV_6117",69,14,13,8,6,5,50,0.421052631578947,0.248948365491667,0.0725455718259446,2.37236073485233,0.0355,0.995,0.071,0.516254237288136,0.000288644276971136,0.0137587105356241,"co-occurring","within_trap",TRUE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Dendroctonus valens","ASV_15258",69,14,7,6,8,1,54,0.4,0.182288060955146,0.0749808267972487,2.90356812993748,0.014,1,0.028,0.324648648648649,0.000156267893270222,0.00957698945898931,"co-occurring","within_trap",TRUE,"Ophiostoma","pallidulum","ASV_15258  Ophiostoma pallidulum"
"asv","Dendroctonus valens","ASV_8274",69,14,12,7,7,5,50,0.368421052631579,0.232818756071518,0.0662394935774611,2.04715177058965,0.07,0.9935,0.14,0.697666666666667,0.00147671031859497,0.042233915111816,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Dendroctonus valens","ASV_13249",69,14,6,5,9,1,54,0.333333333333333,0.169106347856714,0.0704843002273152,2.32997965429151,0.0485,0.999,0.097,0.611955882352941,0.000943571783028591,0.0311378688399435,"co-occurring","within_trap",TRUE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Dendroctonus valens","ASV_1646",69,14,5,4,10,1,54,0.266666666666667,0.088015208584685,0.0564094877237452,3.16704627698257,0.0105,1,0.021,0.277588235294118,0.00507691720426003,0.0588647967737176,"co-occurring","within_trap",TRUE,"Raffaelea","arxii","ASV_1646  Raffaelea arxii"
"asv","Dendroctonus valens","ASV_15268",69,14,5,4,10,1,54,0.266666666666667,0.119444199223796,0.0642125639486743,2.29273616235831,0.052,1,0.104,0.619666666666667,0.00507691720426003,0.0588647967737176,"co-occurring","within_trap",TRUE,"Grosmannia","olivacea","ASV_15268  Grosmannia olivacea"
"asv","Dendroctonus valens","ASV_3603",69,14,10,5,9,5,50,0.263157894736842,0.117288047572182,0.053413359705052,2.73096184119763,0.019,1,0.038,0.40755,0.0237720746622119,0.143788101744797,"co-occurring","within_trap",TRUE,"Sporothrix","eucastaneae","ASV_3603  Sporothrix eucastaneae"
"asv","Dendroctonus valens","ASV_7618",69,14,7,4,10,3,52,0.235294117647059,0.160454091855012,0.0658842725292813,1.13593158001077,0.2555,0.952,0.511,1,0.0272526434324541,0.150550121710942,"co-occurring","within_trap",TRUE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Dendroctonus valens","ASV_21569",69,14,7,4,10,3,52,0.235294117647059,0.137400388790889,0.0680997055874864,1.43750590419819,0.163,0.965,0.326,0.95238,0.0272526434324541,0.150550121710942,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Dendroctonus valens","ASV_660",69,14,13,5,9,8,47,0.227272727272727,0.103360805734059,0.0491595725627378,2.52060616232029,0.0315,0.9975,0.063,0.488172413793103,0.119241968133597,0.343320834424921,"co-occurring","within_trap",TRUE,"Grosmannia","francke-grosmanniae","ASV_660  Grosmannia francke-grosmanniae"
"asv","Dendroctonus valens","ASV_1122",69,14,8,4,10,4,51,0.222222222222222,0.076000907722031,0.0479531548642963,3.04925327465912,0.0095,1,0.019,0.277588235294118,0.0476675179502209,0.208666991843314,"co-occurring","within_trap",TRUE,"Raffaelea","arxii","ASV_1122  Raffaelea arxii"
"asv","Dendroctonus valens","ASV_16537",69,14,3,3,11,0,55,0.214285714285714,0.101001989089783,0.0570557812866936,1.98549073627971,0.1005,1,0.201,0.780702702702703,0.00694736038477689,0.0693120373271927,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_16537  Graphilbum sp."
"asv","Dendroctonus valens","ASV_17726",69,14,3,3,11,0,55,0.214285714285714,0.111101384025346,0.0612221032302055,1.68540975915803,0.158,1,0.316,0.95238,0.00694736038477689,0.0693120373271927,"co-occurring","within_trap",TRUE,NA,NA,"ASV_17726  "
"asv","Dendroctonus valens","ASV_3556",69,14,9,4,10,5,50,0.210526315789474,0.115033638942965,0.0550100564708925,1.73591308521992,0.118,0.9865,0.236,0.836727272727273,0.0749765959936596,0.277284135183448,"co-occurring","within_trap",TRUE,"Sporothrix","rossii","ASV_3556  Sporothrix rossii"
"asv","Dendroctonus valens","ASV_7886",69,14,4,3,11,1,54,0.2,0.117494461516473,0.0577698421946526,1.42817662900184,0.2125,0.985,0.425,1,0.0243157613467191,0.144881411357535,"co-occurring","within_trap",TRUE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
"asv","Dendroctonus valens","ASV_7106",69,14,5,3,11,2,53,0.1875,0.0778710433648205,0.0529119432868873,2.071913254835,0.0875,1,0.175,0.736029411764706,0.0531740275604077,0.223643704151127,"co-occurring","within_trap",TRUE,"Ophiostoma","denticiliatum","ASV_7106  Ophiostoma denticiliatum"
"asv","Dendroctonus valens","ASV_9363",69,14,5,3,11,2,53,0.1875,0.110576816185871,0.0545690939523647,1.40964744405098,0.2175,0.9835,0.435,1,0.0531740275604077,0.223643704151127,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_9363  Sporothrix sp."
"asv","Dendroctonus valens","ASV_8131",69,14,6,3,11,3,52,0.176470588235294,0.137175829056601,0.0615196266847472,0.638735332060066,0.437,0.8955,0.874,1,0.0930044470740925,0.299991787930719,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_8131  Graphilbum sp."
"asv","Dendroctonus valens","ASV_8895",69,14,13,4,10,9,46,0.173913043478261,0.195505274857771,0.0666402689272091,-0.324011768366289,0.7445,0.5355,1,1,0.442831455664983,0.744998801883441,"avoiding","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_8895  Ceratocystiopsis manitobensis"
"asv","Dendroctonus valens","ASV_5162",69,14,7,3,11,4,51,0.166666666666667,0.0780438464846469,0.0464663048772899,1.90724914356884,0.1095,1,0.219,0.793109243697479,0.142318299805321,0.376879942077054,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_5162  Sporothrix sp."
"asv","Dendroctonus valens","ASV_6045",69,14,7,3,11,4,51,0.166666666666667,0.120469806626741,0.0557124124015572,0.829202291707526,0.3885,0.926,0.777,1,0.142318299805321,0.376879942077054,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_6045  Sporothrix sp."
"asv","Dendroctonus valens","ASV_6959",69,14,7,3,11,4,51,0.166666666666667,0.148333403027625,0.0600458296078841,0.305321181483586,0.5715,0.814,1,1,0.142318299805321,0.376879942077054,"co-occurring","within_trap",TRUE,"Ophiostoma","adjuncti","ASV_6959  Ophiostoma adjuncti"
"asv","Dendroctonus valens","ASV_15738",69,14,7,3,11,4,51,0.166666666666667,0.109517607100766,0.0533203951790576,1.07180487642648,0.2885,0.9505,0.577,1,0.142318299805321,0.376879942077054,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_15738  Graphilbum sp."
"asv","Dendroctonus valens","ASV_11554",69,14,3,2,12,1,54,0.133333333333333,0.0403201600800401,0.0371064833492419,2.50665557223152,0.0515,1,0.103,0.619666666666667,0.102473565675459,0.316267335789726,"co-occurring","within_trap",TRUE,"Raffaelea","crossotarsi","ASV_11554  Raffaelea crossotarsi"
"asv","Dendroctonus valens","ASV_28495",69,14,3,2,12,1,54,0.133333333333333,0.0430277638819411,0.0432835764373533,2.08637032529177,0.11,1,0.22,0.793109243697479,0.102473565675459,0.316267335789726,"co-occurring","within_trap",TRUE,"Raffaelea","subfusca","ASV_28495  Raffaelea subfusca"
"asv","Dendroctonus valens","ASV_4337",69,14,4,2,12,2,53,0.125,0.0404430156254607,0.0406255165916097,2.08137622530572,0.11,1,0.22,0.793109243697479,0.180631370004199,0.43350978763192,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_4337  Ophiostoma undulatum"
"asv","Dendroctonus valens","ASV_6746",69,14,4,2,12,2,53,0.125,0.102878645204956,0.0577282528540007,0.383198065096321,0.5705,0.8425,1,1,0.180631370004199,0.43350978763192,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_6746  Graphilbum sp."
"asv","Dendroctonus valens","ASV_11600",69,14,4,2,12,2,53,0.125,0.0714519024218003,0.0532838397787956,1.00495943611611,0.3245,0.947,0.649,1,0.180631370004199,0.43350978763192,"co-occurring","within_trap",TRUE,"Ophiostoma","undulatum","ASV_11600  Ophiostoma undulatum"
"asv","Dendroctonus valens","ASV_23023",69,14,4,2,12,2,53,0.125,0.14197729116659,0.065309895690626,-0.259949751673347,0.7695,0.625,1,1,0.180631370004199,0.43350978763192,"avoiding","within_trap",TRUE,"Sporothrix",NA,"ASV_23023  Sporothrix sp."
"asv","Dendroctonus valens","ASV_7819",69,14,5,2,12,3,52,0.117647058823529,0.0891225841679016,0.0519352169868539,0.549231837480299,0.509,0.887,1,1,0.265602931633393,0.566883869008586,"co-occurring","within_trap",TRUE,"Hawksworthiomyces",NA,"ASV_7819  Hawksworthiomyces sp."
"asv","Dendroctonus valens","ASV_8974",69,14,3,1,13,2,53,0.0625,0.0403951975987994,0.0298893755659131,0.739553837531811,0.6465,1,1,1,0.499274726113677,0.814406302291892,"co-occurring","within_trap",TRUE,"Ophiostoma","karelicum","ASV_8974  Ophiostoma karelicum"
"asv","Dendroctonus valens","ASV_9224",69,14,3,1,13,2,53,0.0625,0.0202288644322161,0.0292493597760432,1.44519866046457,0.324,1,0.648,1,0.499274726113677,0.814406302291892,"co-occurring","within_trap",TRUE,"Ophiostoma","sparsiannulatum","ASV_9224  Ophiostoma sparsiannulatum"
"asv","Dendroctonus valens","ASV_5724",69,14,4,1,13,3,52,0.0588235294117647,0.0190389312303212,0.0275288092009827,1.44519866046452,0.324,1,0.648,1,1,1,"co-occurring","within_trap",TRUE,"Graphilbum",NA,"ASV_5724  Graphilbum sp."
"asv","Dendroctonus valens","ASV_22166",69,14,4,1,13,3,52,0.0588235294117647,0.0296913162463592,0.0294177951901097,0.99029220161271,0.505,1,1,1,1,1,"co-occurring","within_trap",TRUE,"Grosmannia","cucullata","ASV_22166  Grosmannia cucullata"
"asv","Dendroctonus valens","ASV_25723",69,14,4,1,13,3,52,0.0588235294117647,0.0835660477297482,0.0554548733282068,-0.446173921839947,0.8425,0.5815,1,1,1,1,"avoiding","within_trap",TRUE,"Ceratocystiopsis","manitobensis","ASV_25723  Ceratocystiopsis manitobensis"
"asv","Dendroctonus valens","ASV_4044",69,14,6,1,13,5,50,0.0526315789473684,0.0829202010706093,0.0400201662564318,-0.756833990372868,0.945,0.4915,0.983,1,1,1,"avoiding","within_trap",TRUE,"Graphilbum",NA,"ASV_4044  Graphilbum sp."
"asv","Dendroctonus valens","ASV_22950",69,14,6,1,13,5,50,0.0526315789473684,0.026565914536216,0.0263211851700982,0.990292201612712,0.505,1,1,1,1,1,"co-occurring","within_trap",TRUE,"Sporothrix",NA,"ASV_22950  Sporothrix sp."
"asv","Dendroctonus valens","ASV_13560",69,14,7,1,13,6,49,0.05,0.0253376688344168,0.0250039743941618,0.986336443031297,0.507,1,1,1,1,1,"co-occurring","within_trap",TRUE,"Hawksworthiomyces",NA,"ASV_13560  Hawksworthiomyces sp."
"asv","Dendroctonus valens","ASV_27488",69,14,4,0,14,4,51,0,0,0,NA,1,1,1,1,0.575142191854029,0.85549951917986,"co-occurring","within_trap",TRUE,"Ceratocystiopsis","synnemata","ASV_27488  Ceratocystiopsis synnemata"
"asv","Dryocoetes autographus","ASV_13249",69,14,6,3,11,3,52,0.176470588235294,0.169470915368246,0.0619141727547133,0.113054451922975,0.6535,0.763,1,1,0.0930044470740925,0.299991787930719,"co-occurring","within_trap",FALSE,"Ophiostoma","denticulatum","ASV_13249  Ophiostoma denticulatum"
"asv","Dryocoetes autographus","ASV_6117",69,14,13,4,10,9,46,0.173913043478261,0.280337923846699,0.0747005014071942,-1.42468763078729,0.9835,0.1295,0.259,0.8679,0.442831455664983,0.744998801883441,"avoiding","within_trap",FALSE,"Leptographium","gracile","ASV_6117  Leptographium gracile"
"asv","Dryocoetes autographus","ASV_6959",69,14,7,3,11,4,51,0.166666666666667,0.163055327973588,0.0630674089688278,0.0572615674581462,0.6485,0.7435,1,1,0.142318299805321,0.376879942077054,"co-occurring","within_trap",FALSE,"Ophiostoma","adjuncti","ASV_6959  Ophiostoma adjuncti"
"asv","Dryocoetes autographus","ASV_8274",69,14,12,3,11,9,46,0.130434782608696,0.264831877566582,0.0668895297779169,-2.00923964339567,1,0.0245,0.049,0.467133333333333,0.698059915904878,0.92051372906367,"avoiding","within_trap",FALSE,"Sporothrix","rossii","ASV_8274  Sporothrix rossii"
"asv","Dryocoetes autographus","ASV_7886",69,14,4,2,12,2,53,0.125,0.139250087228487,0.0590687493662339,-0.241245792087703,0.7955,0.65,1,1,0.180631370004199,0.43350978763192,"avoiding","within_trap",FALSE,"Grosmannia",NA,"ASV_7886  Grosmannia sp."
"asv","Dryocoetes autographus","ASV_8895",69,14,13,3,11,10,45,0.125,0.170633374710566,0.055218505444043,-0.826414520704657,0.9185,0.3685,0.737,1,0.718285567471059,0.942337946315242,"avoiding","within_trap",FALSE,"Ceratocystiopsis","manitobensis","ASV_8895  Ceratocystiopsis manitobensis"
"asv","Dryocoetes autographus","ASV_23023",69,14,4,2,12,2,53,0.125,0.105754347762117,0.0545273861279224,0.352953875190944,0.6045,0.853,1,1,0.180631370004199,0.43350978763192,"co-occurring","within_trap",FALSE,"Sporothrix",NA,"ASV_23023  Sporothrix sp."
"asv","Dryocoetes autographus","ASV_9363",69,14,5,2,12,3,52,0.117647058823529,0.167100502865813,0.0559323225932367,-0.884165751562478,0.936,0.3885,0.777,1,0.265602931633393,0.566883869008586,"avoiding","within_trap",FALSE,"Sporothrix",NA,"ASV_9363  Sporothrix sp."
"asv","Dryocoetes autographus","ASV_15268",69,14,5,2,12,3,52,0.117647058823529,0.0782016825406175,0.0478111121654496,0.825025281704632,0.417,0.942,0.834,1,0.265602931633393,0.566883869008586,"co-occurring","within_trap",FALSE,"Grosmannia","olivacea","ASV_15268  Grosmannia olivacea"
"asv","Dryocoetes autographus","ASV_8131",69,14,6,2,12,4,51,0.111111111111111,0.161357037307784,0.061924394407908,-0.811407631469002,0.921,0.4075,0.815,1,0.593729720960415,0.858916144196213,"avoiding","within_trap",FALSE,"Graphilbum",NA,"ASV_8131  Graphilbum sp."
"asv","Dryocoetes autographus","ASV_6045",69,14,7,2,12,5,50,0.105263157894737,0.116474581459978,0.0604366516306575,-0.185507026990129,0.7375,0.655,1,1,0.623823815704088,0.868897457587837,"avoiding","within_trap",FALSE,"Sporothrix",NA,"ASV_6045  Sporothrix sp."
"asv","Dryocoetes autographus","ASV_15738",69,14,7,2,12,5,50,0.105263157894737,0.153450506212862,0.0641058803696103,-0.751683746331767,0.8945,0.409,0.818,1,0.623823815704088,0.868897457587837,"avoiding","within_trap",FALSE,"Graphilbum",NA,"ASV_15738  Graphilbum sp."
"asv","Dryocoetes autographus","ASV_21569",69,14,7,2,12,5,50,0.105263157894737,0.137099019065778,0.0555544920389906,-0.573056471269638,0.8645,0.4945,0.989,1,0.623823815704088,0.868897457587837,"avoiding","within_trap",FALSE,"Sporothrix",NA,"ASV_21569  Sporothrix sp."
"asv","Dryocoetes autographus","ASV_4044",69,14,6,1,13,5,50,0.0526315789473684,0.0950646461861842,0.0470968440814991,-0.900974748231265,0.9575,0.4015,0.803,1,1,1,"avoiding","within_trap",FALSE,"Graphilbum",NA,"ASV_4044  Graphilbum sp."
"asv","Dryocoetes autographus","ASV_7618",69,14,7,1,13,6,49,0.05,0.173228732529323,0.0657510068702037,-1.87417255484139,0.997,0.0505,0.101,0.618985714285714,1,1,"avoiding","within_trap",FALSE,"Leptographium","lundbergii","ASV_7618  Leptographium lundbergii"
"asv","Dryocoetes autographus","ASV_13560",69,14,7,1,13,6,49,0.05,0.0720544482767706,0.0436436899646492,-0.505329597351517,0.8735,0.565,1,1,1,1,"avoiding","within_trap",FALSE,"Hawksworthiomyces",NA,"ASV_13560  Hawksworthiomyces sp."
"asv","Dryocoetes autographus","ASV_15258",69,14,7,1,13,6,49,0.05,0.119333041133571,0.0554092570079453,-1.25128985439436,0.9755,0.227,0.454,1,1,1,"avoiding","within_trap",FALSE,"Ophiostoma","pallidulum","ASV_15258  Ophiostoma pallidulum"
"asv","Dryocoetes autographus","ASV_3556",69,14,9,1,13,8,47,0.0454545454545455,0.136572951547546,0.0566056240674147,-1.6097058833674,0.9885,0.101,0.202,0.780702702702703,0.674153046072605,0.898172847096732,"avoiding","within_trap",FALSE,"Sporothrix","rossii","ASV_3556  Sporothrix rossii"
"asv","Dryocoetes autographus","ASV_3603",69,14,10,1,13,9,46,0.0434782608695652,0.0871541925677688,0.0431060627441173,-1.01322015785735,0.95,0.3185,0.637,1,0.674153046072605,0.898172847096732,"avoiding","within_trap",FALSE,"Sporothrix","eucastaneae","ASV_3603  Sporothrix eucastaneae"
"asv","Dryocoetes autographus","ASV_660",69,14,13,0,14,13,42,0,0.120738486452105,0.049689417993272,-2.4298631645968,1,0.01,0.02,0.277588235294118,0.0561754624240655,0.231097344843194,"avoiding","within_trap",FALSE,"Grosmannia","francke-grosmanniae","ASV_660  Grosmannia francke-grosmanniae"
"asv","Dryocoetes autographus","ASV_1122",69,14,8,0,14,8,47,0,0.121047909084032,0.0511245438471613,-2.36770638865569,1,0.017,0.034,0.374,0.193284105419606,0.45310864057383,"avoiding","within_trap",FALSE,"Raffaelea","arxii","ASV_1122  Raffaelea arxii"
"asv","Dryocoetes autographus","ASV_1646",69,14,5,0,14,5,50,0,0.0773703845386756,0.0396556739590399,-1.95105458599925,1,0.1065,0.213,0.793109243697479,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Raffaelea","arxii","ASV_1646  Raffaelea arxii"
"asv","Dryocoetes autographus","ASV_4337",69,14,4,0,14,4,51,0,0.0595150516434701,0.0423917293135804,-1.40393073382841,1,0.2385,0.477,1,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Ophiostoma","undulatum","ASV_4337  Ophiostoma undulatum"
"asv","Dryocoetes autographus","ASV_5162",69,14,7,0,14,7,48,0,0.0522449821401925,0.042609750969043,-1.22612737582413,1,0.281,0.562,1,0.330406391953277,0.631596840638643,"avoiding","within_trap",FALSE,"Sporothrix",NA,"ASV_5162  Sporothrix sp."
"asv","Dryocoetes autographus","ASV_5724",69,14,4,0,14,4,51,0,0.0100932819350852,0.0221831985246067,-0.454996691477524,1,0.8285,1,1,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Graphilbum",NA,"ASV_5724  Graphilbum sp."
"asv","Dryocoetes autographus","ASV_6746",69,14,4,0,14,4,51,0,0.0862916752493904,0.0515602655414227,-1.67360804571623,1,0.125,0.25,0.858,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Graphilbum",NA,"ASV_6746  Graphilbum sp."
"asv","Dryocoetes autographus","ASV_7106",69,14,5,0,14,5,50,0,0.0687010171752556,0.0413145858146564,-1.66287561210123,1,0.163,0.326,0.95238,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Ophiostoma","denticiliatum","ASV_7106  Ophiostoma denticiliatum"
"asv","Dryocoetes autographus","ASV_7819",69,14,5,0,14,5,50,0,0.0680289082449734,0.0456696418712555,-1.48958707486145,1,0.176,0.352,0.980571428571428,0.575142191854029,0.85549951917986,"avoiding","within_trap",FALSE,"Hawksworthiomyces",NA,"ASV_7819  Hawksworthiomyces sp."
