"grid","beetle","fungal_unit","n_samples","beetle_n","fungus_n","shared_n","beetle_only","fungus_only","both_absent","jaccard","exp_jaccard_null","sd_jaccard_null","z_score","p_pos","p_neg","p_perm","q_perm","p_fisher","q_fisher","direction","scheme","in_block","asv_genus","asv_species","asv_lab"
"genus","Xyleborinus attenuatus","Hawksworthiomyces",69,24,10,4,20,6,39,0.133333333333333,0.112002273124575,0.0450744330372114,0.473240787990584,0.4675,0.826,0.935,1,0.729883571225281,0.845128345629273,"co-occurring","within_trap",TRUE,NA,NA,"Hawksworthiomyces"
"genus","Xyloterinus politus","Any Ophiostomatales",69,22,44,18,4,26,21,0.375,0.25358291232272,0.0420917828981652,2.88457934820748,0.0045,0.9995,0.009,0.061875,0.0583780115691844,0.145945028922961,"co-occurring","within_trap",TRUE,NA,NA,"Any Ophiostomatales"
"genus","Xyloterinus politus","Sporothrix",69,22,34,15,7,19,28,0.365853658536585,0.230700293934986,0.0497553565559697,2.71635807593029,0.015,0.9975,0.03,0.113793103448276,0.0406055059187453,0.11452835002723,"co-occurring","within_trap",TRUE,NA,NA,"Sporothrix"
"genus","Xyloterinus politus","Grosmannia",69,22,18,10,12,8,39,0.333333333333333,0.156531446601481,0.053408729839722,3.31035557786957,0.0035,1,0.007,0.0513333333333333,0.0185910138821605,0.0705176388633675,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia"
"genus","Xyloterinus politus","Graphilbum",69,22,20,10,12,10,37,0.3125,0.188339631674638,0.0516069876645024,2.40588288416542,0.025,0.996,0.05,0.152777777777778,0.0498694576001735,0.127573031070211,"co-occurring","within_trap",TRUE,NA,NA,"Graphilbum"
"genus","Xyloterinus politus","Ophiostoma",69,22,23,10,12,13,34,0.285714285714286,0.200832340348721,0.0571087948681819,1.48632002411343,0.1225,0.9605,0.245,0.464655172413793,0.175774608751533,0.322253449377811,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma"
"genus","Xyloterinus politus","Leptographium",69,22,20,9,13,11,36,0.272727272727273,0.194330627384293,0.0520657342648445,1.50572437803713,0.126,0.9625,0.252,0.469830508474576,0.16130121610303,0.300731080870057,"co-occurring","within_trap",TRUE,NA,NA,"Leptographium"
"genus","Xyloterinus politus","Raffaelea",69,22,10,6,16,4,43,0.230769230769231,0.117342628435659,0.0528836811685746,2.14483182386656,0.0475,0.99,0.095,0.222340425531915,0.0635865260939953,0.155433730451988,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea"
"genus","Xyloterinus politus","Ophiostomatales (unclassified genus)",69,22,7,5,17,2,45,0.208333333333333,0.0698215489511143,0.0422615625100839,3.27748848257017,0.0055,1,0.011,0.0672222222222222,0.0297937630850273,0.0862451036671843,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostomatales (unclassified genus)"
"genus","Xyloterinus politus","Ceratocystiopsis",69,22,21,7,15,14,33,0.194444444444444,0.173416069984458,0.0458396724759556,0.458737449989774,0.441,0.806,0.882,1,1,1,"co-occurring","within_trap",TRUE,NA,NA,"Ceratocystiopsis"
"genus","Xyloterinus politus","Hawksworthiomyces",69,22,10,2,20,8,39,0.0666666666666667,0.0840136380304668,0.0412023185345268,-0.42101930135955,0.8005,0.5265,1,1,0.484172009754844,0.641673747867866,"avoiding","within_trap",TRUE,NA,NA,"Hawksworthiomyces"
"species","Cyclorhipidion pelliculosum","Grosmannia francke-grosmanniae",69,13,13,8,5,5,51,0.444444444444444,0.174041248122981,0.0641947455472101,4.21223254359041,0.0015,1,0.003,0.0733333333333333,0.000134195691560037,0.00572982275324147,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Cyclorhipidion pelliculosum","Sporothrix eucastaneae",69,13,10,6,7,4,52,0.352941176470588,0.123101759355415,0.0546954123874998,4.20216992765011,5e-04,1,0.001,0.055,0.00199939584396605,0.036655590472711,"co-occurring","within_trap",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Cyclorhipidion pelliculosum","Raffaelea arxii",69,13,9,5,8,4,52,0.294117647058824,0.119309236907509,0.0577885142635039,3.02496806466115,0.009,1,0.018,0.191304347826087,0.00922826944369984,0.0654909444391602,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea arxii"
"species","Cyclorhipidion pelliculosum","Ophiostoma denticiliatum",69,13,5,4,9,1,55,0.285714285714286,0.0941961526981985,0.0625990493747592,3.05944155588583,0.014,1,0.028,0.236923076923077,0.0036772658446896,0.0462243833622236,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Cyclorhipidion pelliculosum","Raffaelea crossotarsi",69,13,3,3,10,0,56,0.230769230769231,0.10484363060651,0.061554082459112,2.04577170403553,0.094,1,0.188,0.621176470588235,0.0054586403023247,0.0500375361046431,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Cyclorhipidion pelliculosum","Grosmannia cucullata",69,13,4,3,10,1,55,0.214285714285714,0.0647121179637444,0.0526161345829829,2.84273250985535,0.023,1,0.046,0.31625,0.0193533610718784,0.0969710138698955,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia cucullata"
"species","Cyclorhipidion pelliculosum","Ophiostoma pallidulum",69,13,7,3,10,4,52,0.176470588235294,0.0738224719514912,0.0540552646003816,1.89894762411501,0.1055,0.9925,0.211,0.644722222222222,0.117661373439707,0.304897599173293,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Cyclorhipidion pelliculosum","Sporothrix rossii",69,13,16,4,9,12,44,0.16,0.111523233549029,0.0536847311713418,0.902989833296388,0.2905,0.902,0.581,1,0.480829079979224,0.729533776520202,"co-occurring","within_trap",TRUE,NA,NA,"Sporothrix rossii"
"species","Cyclorhipidion pelliculosum","Ophiostoma sparsiannulatum",69,13,3,2,11,1,55,0.142857142857143,0.0936966651824063,0.0616696808822655,0.797157970844531,0.4185,0.934,0.837,1,0.0888269649196473,0.26408016597733,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Cyclorhipidion pelliculosum","Leptographium gracile",69,13,13,3,10,10,46,0.130434782608696,0.0761141440285367,0.0426229156117778,1.27444680403677,0.2315,0.967,0.463,1,0.699504605302463,0.910597711044626,"co-occurring","within_trap",TRUE,NA,NA,"Leptographium gracile"
"species","Cyclorhipidion pelliculosum","Grosmannia olivacea",69,13,5,2,11,3,53,0.125,0.0502648383015048,0.0457179146771589,1.63470189369406,0.1575,0.982,0.315,0.796304347826087,0.235255945337252,0.464771729587358,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia olivacea"
"species","Cyclorhipidion pelliculosum","Ophiostoma denticulatum",69,13,6,2,11,4,52,0.117647058823529,0.0572917177543034,0.0421866874654126,1.43067267650984,0.2575,1,0.515,1,0.314916784364622,0.549854702858864,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Cyclorhipidion pelliculosum","Ophiostoma undulatum",69,13,6,2,11,4,52,0.117647058823529,0.0977571301990873,0.0572962581622991,0.347141842458566,0.563,0.8355,1,1,0.314916784364622,0.549854702858864,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Cyclorhipidion pelliculosum","Leptographium lundbergii",69,13,7,2,11,5,51,0.111111111111111,0.0554604787774016,0.0401519601450578,1.38600038784307,0.2725,1,0.545,1,0.608776768332252,0.824191989868948,"co-occurring","within_trap",TRUE,NA,NA,"Leptographium lundbergii"
"species","Cyclorhipidion pelliculosum","Ceratocystiopsis rollhanseniana",69,13,3,1,12,2,54,0.0666666666666667,0.0445603754258081,0.0427777916572541,0.516770276922648,0.58,0.9225,1,1,0.470931786082376,0.719479117625852,"co-occurring","within_trap",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Cyclorhipidion pelliculosum","Ophiostoma karelicum",69,13,3,1,12,2,54,0.0666666666666667,0.081736839115527,0.0593938242759338,-0.253732987100593,0.7895,0.666,1,1,0.470931786082376,0.719479117625852,"avoiding","within_trap",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Cyclorhipidion pelliculosum","Raffaelea subfusca",69,13,3,1,12,2,54,0.0666666666666667,0.0334167083541778,0.0333415696676842,0.997252338263963,0.5015,1,1,1,0.470931786082376,0.719479117625852,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea subfusca"
"species","Cyclorhipidion pelliculosum","Ceratocystiopsis synnemata",69,13,5,1,12,4,52,0.0588235294117647,0.0193331960097697,0.0276379535322228,1.42884433740558,0.329,1,0.658,1,1,1,"co-occurring","within_trap",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Cyclorhipidion pelliculosum","Ceratocystiopsis manitobensis",69,13,14,1,12,13,43,0.0384615384615385,0.0670784890773137,0.0380341947534918,-0.752400591132483,0.9085,0.4265,0.853,1,0.278157801867872,0.514241314377578,"avoiding","within_trap",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Cyclorhipidion pelliculosum","Ophiostoma adjuncti",69,13,7,0,13,7,49,0,0.0175760394817294,0.028430981492349,-0.618200236472991,1,0.699,1,1,0.332619193037371,0.559456408957306,"avoiding","within_trap",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Dendroctonus valens","Leptographium gracile",69,14,13,8,6,5,50,0.421052631578947,0.248948365491667,0.0725455718259446,2.37236073485233,0.0355,0.995,0.071,0.40051282051282,0.000288644276971136,0.0090716772762357,"co-occurring","within_trap",TRUE,NA,NA,"Leptographium gracile"
"species","Dendroctonus valens","Ophiostoma pallidulum",69,14,7,6,8,1,54,0.4,0.182288060955146,0.0749808267972487,2.90356812993748,0.014,1,0.028,0.236923076923077,0.000156267893270222,0.00572982275324147,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma pallidulum"
"species","Dendroctonus valens","Ophiostoma denticulatum",69,14,6,5,9,1,54,0.333333333333333,0.169106347856714,0.0704843002273152,2.32997965429151,0.0485,0.999,0.097,0.4268,0.000943571783028591,0.0188714356605718,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma denticulatum"
"species","Dendroctonus valens","Sporothrix rossii",69,14,16,7,7,9,46,0.304347826086957,0.195240145059616,0.0538542852199758,2.0259795591321,0.07,0.9935,0.14,0.522033898305085,0.0135452645127125,0.0818329243927008,"co-occurring","within_trap",TRUE,NA,NA,"Sporothrix rossii"
"species","Dendroctonus valens","Raffaelea arxii",69,14,9,5,9,4,51,0.277777777777778,0.0886188233480316,0.0498789442363385,3.79236083132524,0.0015,1,0.003,0.0733333333333333,0.0135311703959223,0.0818329243927008,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea arxii"
"species","Dendroctonus valens","Grosmannia olivacea",69,14,5,4,10,1,54,0.266666666666667,0.119444199223796,0.0642125639486743,2.29273616235831,0.052,1,0.104,0.431698113207547,0.00507691720426003,0.0485618167364003,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia olivacea"
"species","Dendroctonus valens","Sporothrix eucastaneae",69,14,10,5,9,5,50,0.263157894736842,0.117288047572182,0.053413359705052,2.73096184119763,0.019,1,0.038,0.278666666666667,0.0237720746622119,0.111390673473874,"co-occurring","within_trap",TRUE,NA,NA,"Sporothrix eucastaneae"
"species","Dendroctonus valens","Leptographium lundbergii",69,14,7,4,10,3,52,0.235294117647059,0.160454091855012,0.0658842725292813,1.13593158001077,0.2555,0.952,0.511,1,0.0272526434324541,0.115807785931494,"co-occurring","within_trap",TRUE,NA,NA,"Leptographium lundbergii"
"species","Dendroctonus valens","Grosmannia francke-grosmanniae",69,14,13,5,9,8,47,0.227272727272727,0.103360805734059,0.0491595725627378,2.52060616232029,0.0315,0.9975,0.063,0.374594594594595,0.119241968133597,0.3050375928999,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Dendroctonus valens","Ceratocystiopsis rollhanseniana",69,14,3,3,11,0,55,0.214285714285714,0.0980514066557088,0.0599223059757265,1.93975024387563,0.108,1,0.216,0.645333333333333,0.00694736038477689,0.0566081216537376,"co-occurring","within_trap",TRUE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Dendroctonus valens","Ophiostoma denticiliatum",69,14,5,3,11,2,53,0.1875,0.0778710433648205,0.0529119432868873,2.071913254835,0.0875,1,0.175,0.592307692307692,0.0531740275604077,0.182785719738902,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma denticiliatum"
"species","Dendroctonus valens","Ceratocystiopsis manitobensis",69,14,14,4,10,10,45,0.166666666666667,0.187066126894735,0.0633338905174016,-0.322093906775923,0.7445,0.5355,1,1,0.460047337652862,0.719479117625852,"avoiding","within_trap",TRUE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Dendroctonus valens","Ophiostoma adjuncti",69,14,7,3,11,4,51,0.166666666666667,0.148333403027625,0.0600458296078841,0.305321181483586,0.5715,0.814,1,1,0.142318299805321,0.336666945776029,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma adjuncti"
"species","Dendroctonus valens","Raffaelea crossotarsi",69,14,3,2,12,1,54,0.133333333333333,0.0403201600800401,0.0371064833492419,2.50665557223152,0.0515,1,0.103,0.431698113207547,0.102473565675459,0.278323264797543,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea crossotarsi"
"species","Dendroctonus valens","Raffaelea subfusca",69,14,3,2,12,1,54,0.133333333333333,0.0430277638819411,0.0432835764373533,2.08637032529177,0.11,1,0.22,0.645333333333333,0.102473565675459,0.278323264797543,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea subfusca"
"species","Dendroctonus valens","Ophiostoma undulatum",69,14,6,2,12,4,51,0.111111111111111,0.0636011160034793,0.0471597364205861,1.00742707049764,0.3245,0.947,0.649,1,0.593729720960415,0.816378366320571,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma undulatum"
"species","Dendroctonus valens","Ophiostoma karelicum",69,14,3,1,13,2,53,0.0625,0.0403951975987994,0.0298893755659131,0.739553837531811,0.6465,1,1,1,0.499274726113677,0.742165133412223,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma karelicum"
"species","Dendroctonus valens","Ophiostoma sparsiannulatum",69,14,3,1,13,2,53,0.0625,0.0202288644322161,0.0292493597760432,1.44519866046457,0.324,1,0.648,1,0.499274726113677,0.742165133412223,"co-occurring","within_trap",TRUE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Dendroctonus valens","Grosmannia cucullata",69,14,4,1,13,3,52,0.0588235294117647,0.0296913162463592,0.0294177951901097,0.99029220161271,0.505,1,1,1,1,1,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia cucullata"
"species","Dendroctonus valens","Ceratocystiopsis synnemata",69,14,5,0,14,5,50,0,0,0,NA,1,1,1,1,0.575142191854029,0.805931733808194,"co-occurring","within_trap",TRUE,NA,NA,"Ceratocystiopsis synnemata"
"species","Dryocoetes autographus","Ophiostoma denticulatum",69,14,6,3,11,3,52,0.176470588235294,0.169470915368246,0.0619141727547133,0.113054451922975,0.6535,0.763,1,1,0.0930044470740925,0.269223399425005,"co-occurring","within_trap",FALSE,NA,NA,"Ophiostoma denticulatum"
"species","Dryocoetes autographus","Leptographium gracile",69,14,13,4,10,9,46,0.173913043478261,0.280337923846699,0.0747005014071942,-1.42468763078729,0.9835,0.1295,0.259,0.72325,0.442831455664983,0.700884318318677,"avoiding","within_trap",FALSE,NA,NA,"Leptographium gracile"
"species","Dryocoetes autographus","Ophiostoma adjuncti",69,14,7,3,11,4,51,0.166666666666667,0.163055327973588,0.0630674089688278,0.0572615674581462,0.6485,0.7435,1,1,0.142318299805321,0.336666945776029,"co-occurring","within_trap",FALSE,NA,NA,"Ophiostoma adjuncti"
"species","Dryocoetes autographus","Ceratocystiopsis manitobensis",69,14,14,3,11,11,44,0.12,0.172766956882493,0.0551748263201909,-0.956359274722044,0.935,0.3065,0.613,1,1,1,"avoiding","within_trap",FALSE,NA,NA,"Ceratocystiopsis manitobensis"
"species","Dryocoetes autographus","Grosmannia olivacea",69,14,5,2,12,3,52,0.117647058823529,0.0782016825406175,0.0478111121654496,0.825025281704632,0.417,0.942,0.834,1,0.265602931633393,0.50810995616823,"co-occurring","within_trap",FALSE,NA,NA,"Grosmannia olivacea"
"species","Dryocoetes autographus","Sporothrix rossii",69,14,16,3,11,13,42,0.111111111111111,0.238501236144619,0.0605604669376248,-2.10351953139191,1,0.0165,0.033,0.257931034482759,1,1,"avoiding","within_trap",FALSE,NA,NA,"Sporothrix rossii"
"species","Dryocoetes autographus","Leptographium lundbergii",69,14,7,1,13,6,49,0.05,0.173228732529323,0.0657510068702037,-1.87417255484139,0.997,0.0505,0.101,0.431698113207547,1,1,"avoiding","within_trap",FALSE,NA,NA,"Leptographium lundbergii"
"species","Dryocoetes autographus","Ophiostoma pallidulum",69,14,7,1,13,6,49,0.05,0.119333041133571,0.0554092570079453,-1.25128985439436,0.9755,0.227,0.454,1,1,1,"avoiding","within_trap",FALSE,NA,NA,"Ophiostoma pallidulum"
"species","Dryocoetes autographus","Sporothrix eucastaneae",69,14,10,1,13,9,46,0.0434782608695652,0.0871541925677688,0.0431060627441173,-1.01322015785735,0.95,0.3185,0.637,1,0.674153046072605,0.882819465095078,"avoiding","within_trap",FALSE,NA,NA,"Sporothrix eucastaneae"
"species","Dryocoetes autographus","Ceratocystiopsis rollhanseniana",69,14,3,0,14,3,52,0,0.0560217608804406,0.0408379967311232,-1.37180482307413,1,0.2605,0.521,1,1,1,"avoiding","within_trap",FALSE,NA,NA,"Ceratocystiopsis rollhanseniana"
"species","Dryocoetes autographus","Ceratocystiopsis synnemata",69,14,5,0,14,5,50,0,0.0118114612861987,0.0227363206214141,-0.51949748083136,1,0.7875,1,1,0.575142191854029,0.805931733808194,"avoiding","within_trap",FALSE,NA,NA,"Ceratocystiopsis synnemata"
"species","Dryocoetes autographus","Grosmannia cucullata",69,14,4,0,14,4,51,0,0.0404283023864883,0.0387519167287084,-1.04325942557928,1,0.416,0.832,1,0.575142191854029,0.805931733808194,"avoiding","within_trap",FALSE,NA,NA,"Grosmannia cucullata"
"species","Dryocoetes autographus","Grosmannia francke-grosmanniae",69,14,13,0,14,13,42,0,0.120738486452105,0.049689417993272,-2.4298631645968,1,0.01,0.02,0.191304347826087,0.0561754624240655,0.190132334358375,"avoiding","within_trap",FALSE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Dryocoetes autographus","Ophiostoma denticiliatum",69,14,5,0,14,5,50,0,0.0687010171752556,0.0413145858146564,-1.66287561210123,1,0.163,0.326,0.796304347826087,0.575142191854029,0.805931733808194,"avoiding","within_trap",FALSE,NA,NA,"Ophiostoma denticiliatum"
"species","Dryocoetes autographus","Ophiostoma karelicum",69,14,3,0,14,3,52,0,0.0226738369184592,0.0340399638656591,-0.666094623600159,1,0.668,1,1,1,1,"avoiding","within_trap",FALSE,NA,NA,"Ophiostoma karelicum"
"species","Dryocoetes autographus","Ophiostoma sparsiannulatum",69,14,3,0,14,3,52,0,0,0,NA,1,1,1,1,1,1,"co-occurring","within_trap",FALSE,NA,NA,"Ophiostoma sparsiannulatum"
"species","Dryocoetes autographus","Ophiostoma undulatum",69,14,6,0,14,6,49,0,0.083319609581194,0.0502366872383398,-1.65854108145901,1,0.117,0.234,0.677368421052632,0.334831994121464,0.559456408957306,"avoiding","within_trap",FALSE,NA,NA,"Ophiostoma undulatum"
"species","Dryocoetes autographus","Raffaelea arxii",69,14,9,0,14,9,46,0,0.11507185011964,0.048381601441426,-2.37842168699094,1,0.017,0.034,0.257931034482759,0.187172983060235,0.395942848781267,"avoiding","within_trap",FALSE,NA,NA,"Raffaelea arxii"
"species","Dryocoetes autographus","Raffaelea crossotarsi",69,14,3,0,14,3,52,0,0.010724112056028,0.0235696484323943,-0.454996691477533,1,0.8285,1,1,1,1,"avoiding","within_trap",FALSE,NA,NA,"Raffaelea crossotarsi"
"species","Dryocoetes autographus","Raffaelea subfusca",69,14,3,0,14,3,52,0,0.0550525262631319,0.0414106921111641,-1.32942782302086,1,0.276,0.552,1,1,1,"avoiding","within_trap",FALSE,NA,NA,"Raffaelea subfusca"
"species","Heteroborips seriatus","Grosmannia francke-grosmanniae",69,21,13,13,8,0,48,0.619047619047619,0.278429395196374,0.0687954486924943,4.951173810549,5e-04,1,0.001,0.055,5.26483943325486e-09,1.15826467531607e-06,"co-occurring","within_trap",TRUE,NA,NA,"Grosmannia francke-grosmanniae"
"species","Heteroborips seriatus","Raffaelea arxii",69,21,9,9,12,0,48,0.428571428571429,0.203417332597586,0.0619427013762036,3.63487692611901,0.0035,1,0.007,0.118461538461538,5.18650500411162e-06,0.000380343700301518,"co-occurring","within_trap",TRUE,NA,NA,"Raffaelea arxii"
