"taxon","t_stat","p_perm","q_value","lure_F_stat","lure_r2","lure_q_value"
"ASV_427",0.75505619659427,0.461,0.780952380952381,0.891229904104787,0.0271656682908497,0.984846328049175
"ASV_512",-0.665739388884711,0.472,0.780952380952381,0.60899016125954,0.0191294168555909,0.984846328049175
"ASV_534",0.643386223188998,0.484,0.780952380952381,0.734237835694589,0.0221869580909194,0.984846328049175
"ASV_171",0.826617923889615,0.501,0.781679389312977,1.15753042710674,0.0359232484745203,0.984846328049175
"ASV_231",0.717596544307549,0.509,0.781679389312977,0.933992218203994,0.0284153090852827,0.984846328049175
"ASV_264",0.73654466874125,0.507,0.781679389312977,2.37459545265532,0.0718834112655448,0.984846328049175
"ASV_320",0.656207515550108,0.508,0.781679389312977,1.17976014532144,0.0363185666987659,0.984846328049175
"ASV_402",-0.784380143486754,0.512,0.781679389312977,2.91779548877172,0.0864230498890783,0.984846328049175
"ASV_65",0.650755439721404,0.549,0.831818181818182,0.670348608943237,0.0203317704661076,0.984846328049175
"ASV_157",-0.490085958376793,0.554,0.833082706766917,4.26963218765919,0.121037821297854,0.984846328049175
"ASV_108",-0.560853374456422,0.579,0.835714285714286,0.32392739590745,0.0103431563064027,0.984846328049175
"ASV_173",-0.551045425155834,0.585,0.835714285714286,0.872877906601099,0.0277251361446345,0.984846328049175
"ASV_194",0.611663085250626,0.572,0.835714285714286,0.511429673382013,0.0162209823291353,0.984846328049175
"ASV_307",-0.607426395377934,0.562,0.835714285714286,1.09955753751125,0.0341709917765847,0.984846328049175
"ASV_355",0.544749606192041,0.575,0.835714285714286,3.40666833578402,0.0985951086244966,0.984846328049175
"ASV_520",0.504238599191112,0.567,0.835714285714286,7.03438133119804,0.183780603233603,0.984846328049175
"ASV_529",0.551071177330819,0.583,0.835714285714286,3.26888018605049,0.0925339363889106,0.984846328049175
"ASV_174",0.508120989922845,0.595,0.836363636363636,2.05294941758621,0.0615729808118075,0.984846328049175
"ASV_329",-0.543814173255591,0.598,0.836363636363636,1.0218502040453,0.03177382895326,0.984846328049175
"ASV_416",0.568435750745639,0.593,0.836363636363636,0.344100084240448,0.00943771562185171,0.984846328049175
"ASV_146",-0.488342857663417,0.634,0.866666666666667,0.306599254173738,0.00971991422387945,0.984846328049175
"ASV_193",-0.43731502978499,0.635,0.866666666666667,1.62479443776833,0.0512941112570508,0.984846328049175
"ASV_245",0.492661708681899,0.637,0.866666666666667,0.824283209175846,0.0265878716854033,0.984846328049175
"ASV_461",-0.531852050416821,0.629,0.866666666666667,4.2538571440219,0.120478503446374,0.984846328049175
"ASV_493",-0.403184107279381,0.644,0.87027027027027,4.28962709452255,0.122811116550913,0.984846328049175
"ASV_118",-0.697583232682434,0.654,0.877852348993289,1.81926834009809,0.0555847062710036,0.984846328049175
"ASV_518",-0.586955889454249,0.66,0.88,1.93836350584712,0.059097175747816,0.984846328049175
"ASV_439",-0.395397124320687,0.671,0.888741721854305,6.2537830772491,0.167835458261245,0.984846328049175
"ASV_32",-0.41357364942881,0.709,0.903184713375796,2.7597594728147,0.081034704669584,0.984846328049175
"ASV_172",-0.448213354723262,0.695,0.903184713375796,0.941371587056793,0.0293895547372775,0.984846328049175
"ASV_211",0.384182915659037,0.709,0.903184713375796,1.3674046200229,0.0402136186714087,0.984846328049175
"ASV_248",0.736512706590336,0.687,0.903184713375796,2.53244094033827,0.0759005221517636,0.984846328049175
"ASV_305",-0.38927127461744,0.704,0.903184713375796,0.720246176159107,0.0228432029886813,0.984846328049175
"ASV_390",0.38443485619088,0.701,0.903184713375796,3.05570776956537,0.0879595408254265,0.984846328049175
"ASV_205",-0.438444386551622,0.717,0.907594936708861,0.933895436982808,0.0293134631148401,0.984846328049175
"ASV_297",0.430845281133262,0.729,0.91125,1.2417703087216,0.0384541961407167,0.984846328049175
