"insect_taxon","fungal_taxon","t_stat","p_perm","q_value_within_insect","q_value_global","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fungal_kingdom","fungal_phylum","fungal_class","fungal_order","fungal_family","fungal_genus","fungal_species","direction"
"Pityogenes hopkinsi","ASV_12103",-2.78419524198223,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Colacogloeaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_12130",-3.98621971563087,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis","negative"
"Pityogenes hopkinsi","ASV_12187",-3.70523862643678,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_12228",-3.71993453622391,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Dothiora",NA,"negative"
"Pityogenes hopkinsi","ASV_12404",-3.06579442857746,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__pinicola","negative"
"Pityogenes hopkinsi","ASV_12783",-3.08820302166578,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__erastii","negative"
"Pityogenes hopkinsi","ASV_13124",-3.60886053414846,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Flavoparmelia","s__caperata","negative"
"Pityogenes hopkinsi","ASV_13290",-3.1786348749864,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_13565",-3.07176297868321,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tympanidaceae","g__Tympanis","s__piceina","negative"
"Pityogenes hopkinsi","ASV_13615",-3.60965435877348,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_13789",-3.17360204833502,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coronophorales","f__Scortechiniaceae","g__Yuxiensis","s__granularis","negative"
"Pityogenes hopkinsi","ASV_14129",-3.2081549127138,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_14474",-3.39571667322908,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","negative"
"Pityogenes hopkinsi","ASV_14988",-3.32923852206735,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Spirographaceae","g__Spirographa","s__fusisporella","negative"
"Pityogenes hopkinsi","ASV_15582",-2.79956982172205,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetidae_ord_Incertae_sedis","f__Pseudoperisporiaceae","g__Eudimeriolum","s__septentrionale","negative"
"Pityogenes hopkinsi","ASV_15932",-2.40471333045799,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Physcia","s__millegrana","negative"
"Pityogenes hopkinsi","ASV_16224",-2.67248693933102,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_16585",-3.65016364088281,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,"negative"
"Pityogenes hopkinsi","ASV_17245",-2.41810778661448,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanoromycetes_ord_Incertae_sedis","f__Lecanoromycetes_fam_Incertae_sedis","g__Lecanoromycetes_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_17316",-3.57456598227516,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_17393",-3.2561581260892,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila","negative"
"Pityogenes hopkinsi","ASV_17711",-2.9730508056993,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Dothideales_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_17953",-2.48797103230206,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_17985",-3.9424483800538,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Hormonema","s__macrosporum","negative"
"Pityogenes hopkinsi","ASV_18716",-2.92652791604051,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea","s__prunicola","negative"
"Pityogenes hopkinsi","ASV_19604",-3.2118078755575,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","negative"
"Pityogenes hopkinsi","ASV_20567",-3.64304929143237,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala",NA,"negative"
"Pityogenes hopkinsi","ASV_20727",-2.91251430595447,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__kusanoi","negative"
"Pityogenes hopkinsi","ASV_20741",-3.44337058433521,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_21001",-3.00491419446476,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA,"negative"
"Pityogenes hopkinsi","ASV_21735",-3.13521090418896,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA,"negative"
"Pityogenes hopkinsi","ASV_21812",-3.36905483600213,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Sympodiella",NA,"negative"
"Pityogenes hopkinsi","ASV_22117",-2.96524851441794,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_22926",-2.74757858706025,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_23004",-2.70639191348096,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Discinellaceae","g__Varicosporium",NA,"negative"
"Pityogenes hopkinsi","ASV_23006",-2.80255685412626,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__pelargonii","negative"
"Pityogenes hopkinsi","ASV_23835",-3.17643748832895,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Kwoniella",NA,"negative"
"Pityogenes hopkinsi","ASV_23863",-3.59143115439537,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","negative"
"Pityogenes hopkinsi","ASV_23902",-2.76936247592064,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula",NA,"negative"
"Pityogenes hopkinsi","ASV_23952",-3.29067254245688,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Coryneliales","f__Coryneliaceae","g__Caliciopsis",NA,"negative"
"Pityogenes hopkinsi","ASV_23986",-3.43600592566031,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_24325",-3.27236676045564,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_24330",-3.99119600827743,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_24694",-3.44514710893466,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Rhizosphaera",NA,"negative"
"Pityogenes hopkinsi","ASV_24909",-2.9043942204463,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_25043",-2.98776182333415,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_25266",-3.43708258129669,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Acrodontium","s__crateriforme","negative"
"Pityogenes hopkinsi","ASV_25414",-3.34407289614664,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calcarisporium","s__arbuscula","negative"
"Pityogenes hopkinsi","ASV_25636",-3.54883659306767,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Leotiaceae",NA,NA,"negative"
"Pityogenes hopkinsi","ASV_26057",-3.10623576529827,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi",NA,NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_26961",-3.61704477297662,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_27534",-3.68032910311594,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma",NA,"negative"
"Pityogenes hopkinsi","ASV_27973",-3.1629088032318,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae","g__Buellia","s__erubescens","negative"
"Pityogenes hopkinsi","ASV_28306",-3.37097086259058,0.001,0.0443496503496503,0.928541626794258,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea",NA,"negative"
"Pityogenes hopkinsi","ASV_23",-3.21553817822773,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_81",3.51779945263073,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__beilinensis","positive"
"Pityogenes hopkinsi","ASV_307",3.51626692697599,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__lacteus","positive"
"Pityogenes hopkinsi","ASV_315",3.76569147946919,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_778",4.05342467664354,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Cerrenaceae","g__Cerrena","s__aurantiopora","positive"
"Pityogenes hopkinsi","ASV_789",4.06744815803316,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__micaceus","positive"
"Pityogenes hopkinsi","ASV_835",2.58292632779722,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_888",4.16083715344007,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae","g__Phacidium","s__lacerum","positive"
"Pityogenes hopkinsi","ASV_1207",3.06425060076712,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx",NA,"positive"
"Pityogenes hopkinsi","ASV_1337",4.54311466139511,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleomonodictydaceae","g__Pleomonodictys","s__descalsii","positive"
"Pityogenes hopkinsi","ASV_1494",3.97448815872369,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__gibbosa","positive"
"Pityogenes hopkinsi","ASV_1522",4.08794758996442,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"positive"
"Pityogenes hopkinsi","ASV_1542",3.69461034436144,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora",NA,"positive"
"Pityogenes hopkinsi","ASV_1886",-2.75189683589689,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Melanchlenus",NA,"negative"
"Pityogenes hopkinsi","ASV_2613",-2.50860734413086,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis","negative"
"Pityogenes hopkinsi","ASV_2687",-2.93959570565223,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Trimorphomyces",NA,"negative"
"Pityogenes hopkinsi","ASV_2746",2.78883487213431,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA,"positive"
"Pityogenes hopkinsi","ASV_3108",3.19528565555689,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta","positive"
"Pityogenes hopkinsi","ASV_3546",-3.32144955192756,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Letendraea",NA,"negative"
"Pityogenes hopkinsi","ASV_3651",3.01353002798865,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA,"positive"
"Pityogenes hopkinsi","ASV_3713",3.25382175995808,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea",NA,"positive"
"Pityogenes hopkinsi","ASV_4432",3.13076387212798,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora",NA,"positive"
"Pityogenes hopkinsi","ASV_5162",-3.33707699872377,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Sporothrix",NA,"negative"
"Pityogenes hopkinsi","ASV_5213",-3.0762352882625,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia",NA,"negative"
"Pityogenes hopkinsi","ASV_5297",-3.25691566098031,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_5719",-2.97076382204329,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Fellomyces","s__horovitziae","negative"
"Pityogenes hopkinsi","ASV_5826",-2.56161176997445,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA,"negative"
"Pityogenes hopkinsi","ASV_6163",-1.97852947710058,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Melanopsaceae","g__Melanops","s__fagicola","negative"
"Pityogenes hopkinsi","ASV_6210",-2.76378156646745,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Nadsoniella","s__nigra","negative"
"Pityogenes hopkinsi","ASV_6349",3.2538580542729,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconiellaceae","g__Microascospora",NA,"positive"
"Pityogenes hopkinsi","ASV_6388",-3.85113578774203,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Phoma","s__laundoniae","negative"
"Pityogenes hopkinsi","ASV_6464",-2.10144448467196,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
"Pityogenes hopkinsi","ASV_6661",-3.47132982322817,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea","negative"
"Pityogenes hopkinsi","ASV_7704",-3.38548801050375,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella","s__quercus","negative"
"Pityogenes hopkinsi","ASV_7712",-3.08022428014223,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Carcinomycetaceae","g__Carcinomycetaceae_gen_Incertae_sedis",NA,"negative"
"Pityogenes hopkinsi","ASV_7916",-2.34013597400474,0.002,0.0581834862385321,1,"Coleoptera","Curculionidae","Scolytinae","Pityogenes","Pityogenes hopkinsi","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"negative"
